Q0WV96	AT1G01010
A0A1P8AUV9	AT1G06045
A0A178WJ78	AT1G06050
Q9LNE2	AT1G06050
A0A178W491	AT1G06060
A0A1P8AV86	AT1G06060
A0A178WMD0	AT1G06070
A0A1P8AU64	AT1G06080
O65797	AT1G06080
A0A178W8C2	AT1G06090
Q9LND9	AT1G06090
Q9LND8	AT1G06100
A0A1P8ANB4	AT1G06110
A0A1P8AND2	AT1G06110
Q9LND7	AT1G06110
Q9FPD5	AT1G06120
A0A178WGK4	AT1G06130
A0A178WGK7	AT1G06130
Q8LDW8	AT1G06130
Q8LCX3	AT1G06135
F4IBZ9	AT1G06137
Q9LND4	AT1G06140
Q56X05	AT1G06143
F4IC04	AT1G06148
Q1G3W8	AT1G06148
P0C7P8	AT1G06150
Q9LND1	AT1G06160
Q9LND0	AT1G06170
Q9LNC9	AT1G06180
A0A1P8AM09	AT1G06190
A0A1P8AM12	AT1G06190
Q94K75	AT1G06190
A0A1P8AQV9	AT1G06200
C0Z2F7	AT1G06200
Q8W476	AT1G06200
Q9LNC6	AT1G06210
Q9LNC5	AT1G06220
Q3EDH8	AT1G06225
Q9LNC4	AT1G06230
Q8H109	AT1G06240
A0A178W7H7	AT1G06250
A0A1P8AV16	AT1G06250
Q9LNC2	AT1G06250
Q9LNC0	AT1G06270
Q9LNB9	AT1G06280
P0CZ23	AT1G06290
Q9LMI7	AT1G06310
Q3EDH7	AT1G06320
A0A178WC78	AT1G06330
F4IC29	AT1G06330
Q9LMI5	AT1G06340
Q9LMI4	AT1G06350
A0A1P8AN77	AT1G06360
Q9LMI3	AT1G06360
Q9LMI1	AT1G06380
Q39012	AT1G06390
P28185	AT1G06400
Q9LMI0	AT1G06410
F4IDM0	AT1G06420
Q9LMH9	AT1G06420
Q8W585	AT1G06430
Q9LMH8	AT1G06430
Q9SHI9	AT1G06440
Q9SHJ0	AT1G06450
Q208N7	AT1G06460
Q9SHJ1	AT1G06460
A0A178W8U2	AT1G06470
A0A178WAF5	AT1G06470
Q8H184	AT1G06470
Q6DSU2	AT1G06475
E9KSP0	AT1G06490
Q9SHJ3	AT1G06490
Q8VY54	AT1G06500
Q9SHJ4	AT1G06510
A8MSB8	AT1G06515
Q9SHJ5	AT1G06520
Q9SHJ6	AT1G06530
Q9SHJ7	AT1G06540
Q9SHJ8	AT1G06550
Q84MA1	AT1G06560
A0A178WHQ7	AT1G06570
F4IDP2	AT1G06570
O82449	AT1G06570
P93836	AT1G06570
A0A1P8AN74	AT1G06580
Q9SHK2	AT1G06580
A0A178WBL7	AT1G06590
A0A178WBM6	AT1G06590
Q8H1U4	AT1G06590
A0A1P8AM08	AT1G06620
Q84MB3	AT1G06620
A0A1P8ARQ2	AT1G06630
A0A1P8ARR9	AT1G06630
A0A1P8ARS0	AT1G06630
F4IDP6	AT1G06630
P0C2G0	AT1G06630
F4IDQ0	AT1G06640
Q9C5K7	AT1G06640
F4IDQ2	AT1G06645
Q8H1S4	AT1G06650
F4IDQ5	AT1G06660
A0A178W2W9	AT1G06670
A0A1P8ASP8	AT1G06670
F4IDQ6	AT1G06670
C0Z3I6	AT1G06680
Q42029	AT1G06680
A0A178WN58	AT1G06690
A0A178WPY4	AT1G06690
Q94A68	AT1G06690
Q8H1G6	AT1G06700
A0A1P8AQ62	AT1G06710
Q9M9X9	AT1G06710
A0A1P8AVE9	AT1G06720
A0A1P8AVJ3	AT1G06720
F4IDR3	AT1G06720
Q94B48	AT1G06720
Q9ASV2	AT1G06730
Q9M9Y2	AT1G06740
F4IDR5	AT1G06750
F4IDR6	AT1G06750
P26568	AT1G06760
A0A1P8ARB2	AT1G06770
Q9M9Y4	AT1G06770
F4IDS0	AT1G06780
Q9M9Y5	AT1G06780
A0A178WGX6	AT1G06790
F4HNT3	AT1G06790
F4HNT5	AT1G06800
Q941F1	AT1G06800
Q58G55	AT1G06810
A0A1P8ATA5	AT1G06820
A0A1P8ATC2	AT1G06820
A0A1P8ATE5	AT1G06820
Q9M9Y8	AT1G06820
Q9M9Y9	AT1G06830
C0LGD7	AT1G06840
F4HNU1	AT1G06850
Q9M9Z1	AT1G06850
Q9M9Z2	AT1G06870
A0A1P8ANY9	AT1G06890
F4HNU3	AT1G06890
Q8RXL8	AT1G06890
F4HNU6	AT1G06900
A0A178W486	AT1G06910
A0A178WB00	AT1G06920
F4HNU8	AT1G06920
A0A178WQC4	AT1G06923
F4HNV0	AT1G06925
Q5BQ22	AT1G06930
Q8LPR9	AT1G06950
A0A1P8AQK9	AT1G06960
A0A1P8AQM1	AT1G06960
A0A1P8AQQ1	AT1G06960
A0A384LMW6	AT1G06960
Q8H1S6	AT1G06960
Q9LMJ1	AT1G06970
Q9LMJ2	AT1G06980
Q9LMJ3	AT1G06990
Q9LMJ4	AT1G07000
F4HNW0	AT1G07010
F4HNW2	AT1G07010
Q8L774	AT1G07010
A0A178W2C5	AT1G07020
Q9LMJ6	AT1G07020
F4HNW4	AT1G07025
A0A178WNE7	AT1G07030
Q9LMJ6	AT1G07030
A0A178W6Z0	AT1G07040
A0A178WDN5	AT1G07050
A0A384LL58	AT1G07050
Q9LMJ8	AT1G07050
A0A178WMU9	AT1G07060
A0A1P8AU91	AT1G07060
A0A1P8AU93	AT1G07060
Q8RX33	AT1G07060
A0A178W946	AT1G07070
Q9LMK0	AT1G07070
Q93VQ6	AT1G07080
Q9LMK1	AT1G07080
Q9LMK2	AT1G07090
Q9MB58	AT1G07110
A0A1P8AWM2	AT1G07120
Q9LMK4	AT1G07120
Q9LMK5	AT1G07130
Q9LMK6	AT1G07135
Q9LMK7	AT1G07140
F4HNX7	AT1G07150
Q9LMK8	AT1G07150
Q8RX37	AT1G07160
Q0WMV8	AT1G07170
A0A384KK61	AT1G07175
B3H674	AT1G07175
Q8GWA1	AT1G07180
F4HQJ7	AT1G07190
Q9LML1	AT1G07190
Q8RWE4	AT1G07200
Q9LML2	AT1G07200
Q9LML3	AT1G07210
Q9LML4	AT1G07220
Q8L7Y9	AT1G07230
Q9FE68	AT1G07240
Q9LML6	AT1G07250
Q9LML7	AT1G07260
A0A178WHF4	AT1G07270
A0A1P8AUT2	AT1G07270
Q8W032	AT1G07270
A0A1P8AMQ5	AT1G07280
Q8VZC8	AT1G07280
A0A2H1ZEA3	AT1G07290
Q84L09	AT1G07290
A0A178WHQ4	AT1G07300
A0A1P8ARC6	AT1G07300
A0A1P8ARD0	AT1G07300
Q9LNV0	AT1G07310
A0A178WRI5	AT1G07320
O50061	AT1G07320
Q3EDH2	AT1G07320
F4HQL7	AT1G07330
Q9LNV2	AT1G07330
Q9LNV3	AT1G07340
A0A1P8AVR1	AT1G07350
A0A1P8AVT0	AT1G07350
Q84TH4	AT1G07350
Q9LNV5	AT1G07360
Q9M7Q7	AT1G07370
A0A1P8APY2	AT1G07380
F4HQM3	AT1G07380
A0A1P8AUZ5	AT1G07390
F4HQM4	AT1G07390
F4HQM5	AT1G07390
Q9LNV9	AT1G07390
Q9LNW0	AT1G07400
Q9LNW1	AT1G07410
Q8VWZ8	AT1G07420
Q9LNW3	AT1G07430
F4HQN3	AT1G07440
P0DKI3	AT1G07440
Q8RX32	AT1G07450
A0A384LKC0	AT1G07460
Q4PT39	AT1G07460
A0A178W6B0	AT1G07473
A0A178WPU8	AT1G07476
Q9LNX0	AT1G07476
A0A1P8APF4	AT1G07480
O49349	AT1G07480
Q6IM92	AT1G07490
Q9LNX4	AT1G07500
Q8VZI8	AT1G07510
A0A1P8AT66	AT1G07520
A0A384L9U8	AT1G07520
Q3EDH0	AT1G07520
Q9XE58	AT1G07530
Q6R0E3	AT1G07540
C0LGD8	AT1G07550
C0LGD9	AT1G07560
A0A1P8ANC9	AT1G07570
F4HQQ0	AT1G07570
Q06548	AT1G07570
Q940Q2	AT1G07590
P43392	AT1G07600
Q38804	AT1G07610
F4HSD4	AT1G07615
A0A1P8AVB8	AT1G07620
F4HSD5	AT1G07620
Q9LQN6	AT1G07630
Q2V4Q1	AT1G07640
Q8L9V6	AT1G07640
Q9LQP1	AT1G07645
A0A1P8APW9	AT1G07650
A0A1P8AQ09	AT1G07650
C0LGE0	AT1G07650
F4HSE1	AT1G07650
Q56ZY0	AT1G07650
A0A178VER3	AT1G07660
A8MRV1	AT1G07660
P59259	AT1G07660
Q9XES1	AT1G07670
A0A1P8AP82	AT1G07690
A0A1P8APA1	AT1G07690
A0A1P8APA6	AT1G07690
A0A1P8APC0	AT1G07690
Q9LQP4	AT1G07690
Q9C5C5	AT1G07700
A8MR45	AT1G07705
Q0WP31	AT1G07705
A0A1P8AST0	AT1G07720
Q9LQP8	AT1G07720
Q9LQP9	AT1G07725
Q9LQQ0	AT1G07730
Q9LQQ1	AT1G07740
A0A1P8AT83	AT1G07745
A3QS63	AT1G07745
A3QS64	AT1G07745
A3QS65	AT1G07745
A8MSF8	AT1G07745
Q9LQQ2	AT1G07745
A8MRP3	AT1G07747
Q9LQQ3	AT1G07750
P42798	AT1G07770
A0A1P8ATT5	AT1G07780
A0A1P8ATU6	AT1G07780
B3H4J9	AT1G07780
Q42440	AT1G07780
A0A178WBK5	AT1G07790
Q9LQQ4	AT1G07790
A0A178W510	AT1G07795
Q8LCP4	AT1G07795
P92939	AT1G07810
P59259	AT1G07820
Q94JQ7	AT1G07830
Q93ZQ9	AT1G07840
Q9LQQ6	AT1G07840
F4HSH8	AT1G07850
Q8RY98	AT1G07860
F4HSH9	AT1G07870
Q9LQQ8	AT1G07870
A0A178WHV9	AT1G07880
Q9LQQ9	AT1G07880
C0Z2H6	AT1G07890
F4HU93	AT1G07890
Q05431	AT1G07890
Q9LQR0	AT1G07900
A0A1P8APT0	AT1G07902
A0A2H1ZEA2	AT1G07910
Q0WL81	AT1G07910
Q0WL56	AT1G07920
F4HUA0	AT1G07930
Q56Z84	AT1G07930
Q8W4H7	AT1G07930
P0DH99	AT1G07940
A0A1P8ATZ6	AT1G07950
Q8LCH5	AT1G07950
Q8GYD1	AT1G07960
Q9LN10	AT1G07970
A0A178WGX8	AT1G07980
A0A1P8AN83	AT1G07980
Q3EDG6	AT1G07985
Q9LN08	AT1G07985
A0A1P8ATA9	AT1G07990
Q8L7T5	AT1G07990
Q8VZP4	AT1G08000
A0A178W1Z5	AT1G08005
Q6DBP8	AT1G08010
A0A178WAS0	AT1G08030
Q3EDG5	AT1G08030
A0A1P8AMD3	AT1G08035
Q9LN05	AT1G08035
A0A1P8AV11	AT1G08040
Q93ZR2	AT1G08040
Q9LN03	AT1G08050
A0A1P8ASM1	AT1G08060
Q9M658	AT1G08060
F4HUC4	AT1G08065
A0A1P8ARF0	AT1G08070
Q9LN01	AT1G08070
Q8L817	AT1G08080
O82811	AT1G08090
Q9LMZ9	AT1G08100
B9DH52	AT1G08110
Q8H0V3	AT1G08110
Q5Q0I2	AT1G08120
A0A1P8AME4	AT1G08125
F4HUD4	AT1G08125
F4HUD5	AT1G08125
F4HUD6	AT1G08125
Q84TK2	AT1G08125
A0A178W5M1	AT1G08130
Q42572	AT1G08130
P0CG16	AT1G08135
Q8GX92	AT1G08140
Q3EDG3	AT1G08150
Q8VZ13	AT1G08160
F4HUE2	AT1G08165
Q9SGE3	AT1G08170
Q9SGE2	AT1G08180
P93043	AT1G08190
Q9SGE0	AT1G08200
A0A178WLQ2	AT1G08210
A0A178WLQ4	AT1G08210
A0A178WLQ9	AT1G08210
A0A1P8AM85	AT1G08210
A0A1P8AM88	AT1G08210
A0A1P8AM93	AT1G08210
Q0WRX7	AT1G08220
Q5XEN3	AT1G08220
A0A1P8ANX9	AT1G08230
A0A1P8ANY8	AT1G08230
F4HW02	AT1G08230
Q9SGD6	AT1G08250
A0A178WHY2	AT1G08260
A0A384L5K4	AT1G08260
F4HW04	AT1G08260
A0A178W3W4	AT1G08270
F4HW05	AT1G08270
Q9SGD2	AT1G08280
Q9SGD1	AT1G08290
A0A178WKH0	AT1G08300
A0A1P8ARF3	AT1G08300
A0A1P8ARG1	AT1G08300
F4HW09	AT1G08300
A0A1P8AWS9	AT1G08310
A8MRK8	AT1G08310
B3H6Y0	AT1G08310
A0A178W456	AT1G08315
A0A178WGY8	AT1G08320
A0A178WIM8	AT1G08320
A0A178WKE7	AT1G08320
Q93XM6	AT1G08320
Q9SJF7	AT1G08320
Q6NKT5	AT1G08340
A0A1P8AW75	AT1G08350
F4HW17	AT1G08350
Q8VZB9	AT1G08360
Q9SJF3	AT1G08370
Q949Q5	AT1G08380
A0A1P8AN39	AT1G08390
Q8GXP1	AT1G08400
Q9SJF1	AT1G08410
F4HW26	AT1G08420
Q9SJF0	AT1G08420
Q9SJE9	AT1G08430
Q9SJE8	AT1G08440
F4HW29	AT1G08450
F4HW30	AT1G08450
O04153	AT1G08450
Q0WLL6	AT1G08450
A0A1P8AMF5	AT1G08460
Q94EJ2	AT1G08460
A0A178WE92	AT1G08465
Q9XFB0	AT1G08465
Q8VWF6	AT1G08470
Q941A6	AT1G08480
Q93WX6	AT1G08490
A0A178W613	AT1G08500
Q9SJE2	AT1G08510
Q9SJE1	AT1G08520
A0A178W3K2	AT1G08530
A0A1P8ARK6	AT1G08530
A0A1P8ARM9	AT1G08530
Q0WNC2	AT1G08530
Q9FRS9	AT1G08530
O22056	AT1G08540
A0A178WJT3	AT1G08550
A0A178WLI7	AT1G08550
Q39249	AT1G08550
Q42374	AT1G08560
A8MQQ7	AT1G08570
O64654	AT1G08570
A0A178W812	AT1G08580
Q9FRS7	AT1G08580
Q9FRS6	AT1G08590
F4HW51	AT1G08600
Q9FRS4	AT1G08610
A0A178WLV0	AT1G08620
C0SUT9	AT1G08620
A0A1P8ASQ3	AT1G08630
Q8RXU4	AT1G08630
A0A1P8AWW1	AT1G08645
F4HXN6	AT1G08650
Q9SPK4	AT1G08650
A0A178W556	AT1G08660
A0A1P8AM36	AT1G08660
Q8VZJ0	AT1G08660
A0A1P8ART5	AT1G08670
Q9FRR8	AT1G08670
A0A1P8ANR5	AT1G08680
F4HXP0	AT1G08680
Q8RXE7	AT1G08680
P82622	AT1G08695
O64668	AT1G08700
A0A178WE03	AT1G08710
Q9CAZ0	AT1G08710
A0A178WJP2	AT1G08720
A0A1P8AUW3	AT1G08720
Q9FPR3	AT1G08720
A0A1P8APW4	AT1G08730
F4HXP9	AT1G08730
C0Z231	AT1G08750
Q8GYI6	AT1G08750
Q8LFF3	AT1G08750
A0A178WFF3	AT1G08760
Q9FRR1	AT1G08770
Q9M4B5	AT1G08780
Q9FRR0	AT1G08790
F4HXQ7	AT1G08800
Q8GYP5	AT1G08810
B9DHD7	AT1G08820
A0A178WKK8	AT1G08830
P24704	AT1G08830
A0A1P8ASU0	AT1G08840
A0A1P8ASY1	AT1G08840
F4HXR5	AT1G08840
A0A384LLI2	AT1G08845
F4HXR7	AT1G08845
Q5XQC7	AT1G08860
O04848	AT1G08880
C0Z2V0	AT1G08890
Q9SCW7	AT1G08890
A0A1P8APM7	AT1G08900
A8MR77	AT1G08900
C0Z2D9	AT1G08900
Q4F7G0	AT1G08900
A0A0A7EPL0	AT1G08910
A0A178WNE3	AT1G08910
A8MR75	AT1G08920
Q94KE0	AT1G08920
O04036	AT1G08930
A0A178W3B5	AT1G08940
O04035	AT1G08940
O04034	AT1G08960
Q8L4B2	AT1G08970
Q9FR37	AT1G08980
Q8GWU1	AT1G08985
F4HZC3	AT1G08990
A0A1P8AWJ5	AT1G09000
O22040	AT1G09000
Q75W54	AT1G09010
Q944A6	AT1G09020
O04027	AT1G09030
F4HZC9	AT1G09040
Q8RX35	AT1G09050
B9DGQ5	AT1G09060
F4HZD1	AT1G09060
O04023	AT1G09070
A0A178WHW4	AT1G09080
Q8H1B3	AT1G09080
F4HZD8	AT1G09090
Q9SBI0	AT1G09090
O04019	AT1G09100
Q8L770	AT1G09130
A0A178WN40	AT1G09140
A0A178WN91	AT1G09140
A0A1P8AN11	AT1G09140
O80496	AT1G09140
Q9XFR5	AT1G09140
Q8L7N2	AT1G09150
A0A178W6I7	AT1G09155
O80494	AT1G09155
O80493	AT1G09157
O80492	AT1G09160
A0A1P8ATE2	AT1G09170
A0A1P8ATF3	AT1G09170
A0A1P8ATG3	AT1G09170
A0A1P8ATH5	AT1G09170
A0A1P8ATI1	AT1G09170
F4HZF0	AT1G09170
O80489	AT1G09180
O80488	AT1G09190
A0A1P8AS27	AT1G09195
A0A1P8AS45	AT1G09195
A0A1P8AS60	AT1G09195
F4HZF4	AT1G09195
F4HZF5	AT1G09195
P59226	AT1G09200
Q38858	AT1G09210
Q680Z7	AT1G09220
A0A178W2V7	AT1G09230
A0A178W4X6	AT1G09230
A0A1P8AMD5	AT1G09230
A0A1P8AMG9	AT1G09230
Q8RWV8	AT1G09230
O80483	AT1G09240
Q8GX02	AT1G09245
O80482	AT1G09250
O80481	AT1G09260
O80480	AT1G09270
Q94AC1	AT1G09280
A0A178W796	AT1G09290
Q8H122	AT1G09290
F4HZG9	AT1G09300
Q9ZPZ4	AT1G09310
Q500V5	AT1G09320
A0A1P8ANI1	AT1G09330
Q8LEK2	AT1G09330
A0A1P8ATL2	AT1G09340
Q9SA52	AT1G09340
A0A1P8AN71	AT1G09350
O80518	AT1G09350
O80519	AT1G09360
A2RVJ7	AT1G09370
O80520	AT1G09370
A0A178W7S0	AT1G09380
Q8GXB4	AT1G09380
O80522	AT1G09390
A0A1P8AT55	AT1G09400
Q8GYA3	AT1G09400
Q56XI1	AT1G09410
Q9FNZ4	AT1G09415
F4I0Y8	AT1G09420
Q93ZW0	AT1G09420
O80526	AT1G09430
F4I0Z0	AT1G09440
O80528	AT1G09450
A0A178WHF5	AT1G09460
F4I0Z2	AT1G09460
O80529	AT1G09460
Q4PT37	AT1G09470
A0A384L5M3	AT1G09480
F4I0Z5	AT1G09480
F4I0Z6	AT1G09483
B3H5K4	AT1G09490
O80532	AT1G09490
B9DG15	AT1G09500
F4I101	AT1G09500
O80533	AT1G09500
Q5PP57	AT1G09510
A0A178W3D5	AT1G09520
O80536	AT1G09530
Q8VZQ2	AT1G09540
F4I107	AT1G09550
P94014	AT1G09560
A0A1P8AVD9	AT1G09570
P14712	AT1G09570
F4I111	AT1G09575
Q6IDL4	AT1G09580
Q43291	AT1G09590
F4I114	AT1G09600
Q6NMK1	AT1G09610
F4I116	AT1G09620
O04485	AT1G09620
A0A178W121	AT1G09625
Q1G3V0	AT1G09625
O04486	AT1G09630
C0Z2L8	AT1G09640
O04487	AT1G09640
Q6GKX8	AT1G09645
O04488	AT1G09650
Q8GWR3	AT1G09660
Q3EDF9	AT1G09665
O04491	AT1G09680
Q43291	AT1G09690
A0A1P8AQD8	AT1G09700
O04492	AT1G09700
A0A178WIF1	AT1G09710
A0A1P8AVB1	AT1G09710
F4I129	AT1G09710
Q6R0D2	AT1G09710
F4I131	AT1G09720
F4I133	AT1G09730
Q8L7S0	AT1G09730
Q84TF6	AT1G09740
O04496	AT1G09750
P43333	AT1G09760
P92948	AT1G09770
O04499	AT1G09780
A0A1P8AU31	AT1G09790
O04500	AT1G09790
A0A178WLR3	AT1G09794
Q8GSJ1	AT1G09795
F4I2L0	AT1G09800
O04501	AT1G09800
A0A1P8ANN7	AT1G09810
A1L4X2	AT1G09810
Q56XH8	AT1G09810
A0A178W150	AT1G09812
Q5Q0H9	AT1G09812
Q5Q0I0	AT1G09812
A0A178WHS7	AT1G09815
O04504	AT1G09820
P52420	AT1G09830
A0A1P8AUK7	AT1G09840
C0Z256	AT1G09840
Q39019	AT1G09840
Q0WVJ5	AT1G09850
O04508	AT1G09860
Q941B2	AT1G09870
Q9ASV3	AT1G09870
A0A1P8AV46	AT1G09880
A0A1P8AV55	AT1G09880
A0A1P8AV80	AT1G09880
O04510	AT1G09880
A0A1P8AQ50	AT1G09890
A0A1P8AQ61	AT1G09890
A0A1P8AQ71	AT1G09890
A0A1P8AQ77	AT1G09890
F4I2M6	AT1G09890
Q3EDF8	AT1G09900
A0A1P8AQL5	AT1G09910
F4I2M8	AT1G09910
Q8L7A5	AT1G09920
O04514	AT1G09930
A0A1P8AQZ0	AT1G09932
A0A1P8AQZ3	AT1G09932
A8MQJ6	AT1G09932
Q8GWG7	AT1G09932
A0A1P8AR03	AT1G09935
F4I2N3	AT1G09935
P49294	AT1G09940
O04515	AT1G09950
Q9FE59	AT1G09960
F4I2N7	AT1G09970
Q56ZX2	AT1G09970
A8MRZ8	AT1G09980
Q8RXV4	AT1G09980
O80591	AT1G09995
Q29QC1	AT1G09995
Q56YE8	AT1G09995
Q8LF91	AT1G09995
F4I2P2	AT1G10000
A0A1P8ATS1	AT1G10010
O80592	AT1G10010
O80593	AT1G10020
O80594	AT1G10030
A0A178WAE8	AT1G10040
F4I2P7	AT1G10040
A0A1P8AUA7	AT1G10050
O80596	AT1G10050
A0A178WHC5	AT1G10060
A0A1P8APA3	AT1G10060
A0A1P8APA5	AT1G10060
A0A1P8APB7	AT1G10060
A0A1P8APE4	AT1G10060
B3H7M6	AT1G10060
F4I2Q0	AT1G10060
Q93Y32	AT1G10060
Q2V4P2	AT1G10070
Q9M439	AT1G10070
O80600	AT1G10090
Q94A87	AT1G10090
A0A1P8AUX8	AT1G10095
A0A1P8AV10	AT1G10095
A0A1P8AV19	AT1G10095
O80601	AT1G10095
Q1KS95	AT1G10095
F4I2Q7	AT1G10100
A0A178WEQ5	AT1G10110
O80603	AT1G10110
Q6NKN9	AT1G10120
Q9SY55	AT1G10130
Q9SY56	AT1G10140
Q9SY57	AT1G10150
A0A178W2D8	AT1G10155
A0A1P8AVY4	AT1G10170
A0A1P8AVZ2	AT1G10170
Q9SY59	AT1G10170
Q9SY60	AT1G10180
A0A178WE34	AT1G10190
A0A1P8AT46	AT1G10200
Q94JX5	AT1G10200
Q39021	AT1G10210
F4I498	AT1G10220
F4I499	AT1G10220
A0A178WIG4	AT1G10225
Q56YG0	AT1G10225
Q9SY64	AT1G10225
Q9SY65	AT1G10230
Q9SY66	AT1G10240
Q9SY69	AT1G10270
A0A178WBH7	AT1G10280
Q8GX52	AT1G10280
C0Z3G3	AT1G10290
Q9SE83	AT1G10290
A0A178WKW8	AT1G10300
A0A1P8AV84	AT1G10300
F4I4A6	AT1G10300
Q9SY73	AT1G10310
A0A178WGA5	AT1G10320
A0A178WI65	AT1G10320
A0A1P8AVS1	AT1G10320
Q9SY74	AT1G10320
Q9SY75	AT1G10330
A0A178WFS3	AT1G10340
F4I4B0	AT1G10340
Q9SY77	AT1G10350
A0A178WKB5	AT1G10360
Q9FUS9	AT1G10360
Q9FUS8	AT1G10370
A0A178W312	AT1G10380
A0A178W9U7	AT1G10380
A0A1P8ATZ8	AT1G10380
F4I4B6	AT1G10385
Q8RY25	AT1G10390
A0A1P8ANK5	AT1G10395
Q9SY84	AT1G10400
A0A178W7Y6	AT1G10410
A0A178WM10	AT1G10417
A0A1P8ASU1	AT1G10417
A0A1P8ASU2	AT1G10417
A0A1P8ASY5	AT1G10417
F4I4C1	AT1G10417
Q9XIK7	AT1G10417
Q07098	AT1G10430
A0A178WJA6	AT1G10450
Q9XIK6	AT1G10450
Q9XIK5	AT1G10455
P92998	AT1G10460
A0A1P8ASD9	AT1G10470
A0A1P8ASI6	AT1G10470
O82798	AT1G10470
Q39264	AT1G10480
Q9XIK4	AT1G10490
Q0WW99	AT1G10500
Q9XIK3	AT1G10500
Q93ZV8	AT1G10510
A0A1P8APE6	AT1G10520
Q9FNY4	AT1G10520
Q9XIK0	AT1G10522
A0A178WR91	AT1G10530
Q9XIJ9	AT1G10530
A0A1P8AP19	AT1G10540
Q8VZQ5	AT1G10540
Q8LC45	AT1G10550
Q9XIJ5	AT1G10560
A0A178W2X8	AT1G10570
A0A178W346	AT1G10570
A0A178W4P0	AT1G10570
Q8RWN0	AT1G10570
A0A178W6N8	AT1G10580
A4FVN8	AT1G10580
Q9XIJ3	AT1G10580
A0A1P8ANB9	AT1G10585
F4I4E1	AT1G10585
Q949Q6	AT1G10585
B3H4W4	AT1G10586
Q9XIJ1	AT1G10586
A0A178WI21	AT1G10588
Q1G2Y4	AT1G10588
Q93W05	AT1G10590
Q9XIJ0	AT1G10590
Q6NKP9	AT1G10600
A0A1P8ARJ8	AT1G10610
A0A1P8ARK0	AT1G10610
Q0WNR2	AT1G10610
Q9SGY7	AT1G10620
Q6ID97	AT1G10630
F4I5U6	AT1G10640
Q94BV8	AT1G10640
B3H4E5	AT1G10650
Q84JF9	AT1G10650
B3H6Q0	AT1G10657
B3H715	AT1G10657
Q0WR17	AT1G10657
Q1G3V6	AT1G10657
Q8H101	AT1G10660
F4I5V8	AT1G10670
Q9SGY2	AT1G10670
A0A1P8AMY2	AT1G10680
Q9SGY1	AT1G10680
Q9SAD3	AT1G10690
A0A1P8ANQ1	AT1G10700
Q93Z66	AT1G10700
Q9SGX9	AT1G10705
Q45GQ7	AT1G10710
P0DKH1	AT1G10715
A8MQA5	AT1G10717
Q9SAD0	AT1G10720
Q9SAC9	AT1G10730
F4I5X3	AT1G10740
Q9SAC8	AT1G10740
A8MQX3	AT1G10745
A8MSA6	AT1G10747
A0A1P8AT45	AT1G10750
Q84JS7	AT1G10750
Q9SAC6	AT1G10760
Q9SAC5	AT1G10770
A0A1P8AQ68	AT1G10780
Q9SAC4	AT1G10780
A0A178WHZ3	AT1G10790
A0A384LHB6	AT1G10800
Q9SAC3	AT1G10800
A0A1P8AWD7	AT1G10810
A0A384KIU9	AT1G10810
Q9C5B9	AT1G10810
A0A178WJ19	AT1G10820
A0A178WJ64	AT1G10820
A0A178WJD8	AT1G10820
A0A178WLD3	AT1G10820
Q8GX21	AT1G10820
A0A1P8AWQ2	AT1G10830
Q9SAC0	AT1G10830
Q9C5Z2	AT1G10840
A0A178WAS3	AT1G10850
Q0WM66	AT1G10850
B3H4R5	AT1G10865
Q8GWM1	AT1G10865
A0A1P8AMD8	AT1G10870
Q9SMX5	AT1G10870
Q0WR07	AT1G10880
A0A178W3Y9	AT1G10890
A0A1P8AUZ4	AT1G10890
A0A1P8AV05	AT1G10890
P0CB26	AT1G10890
Q0WNB4	AT1G10890
P0CB27	AT1G10895
Q9SUI2	AT1G10900
A0A178WA25	AT1G10910
A0A1P8AN66	AT1G10910
Q0WVV0	AT1G10910
A0A1P8AT99	AT1G10920
O04093	AT1G10920
Q8L840	AT1G10930
F4I7B6	AT1G10940
P43291	AT1G10940
A0A178WKJ8	AT1G10950
Q940G0	AT1G10950
O04090	AT1G10960
A0A178WA23	AT1G10970
O04089	AT1G10970
O04088	AT1G10980
A0A178WP78	AT1G10990
O23694	AT1G10990
Q3EDE7	AT1G10990
A0A178W7Y9	AT1G11000
A0A178W801	AT1G11000
A0A178W9Y7	AT1G11000
A0A1P8APG9	AT1G11000
O23693	AT1G11000
A0A178WHL2	AT1G11020
O04087	AT1G11040
O04086	AT1G11050
F4I7C7	AT1G11060
A0A1P8AV53	AT1G11070
A0A1P8AV78	AT1G11070
A0A1P8AV93	AT1G11070
F4I7C8	AT1G11070
F4I7C9	AT1G11080
O04084	AT1G11080
O04083	AT1G11090
A0A1P8AM17	AT1G11100
A0A1P8AM22	AT1G11100
F4I7D2	AT1G11100
F4I7D3	AT1G11100
A0A1P8AS54	AT1G11110
A0A1P8ASB0	AT1G11110
A0A178WFU1	AT1G11120
F4I7D6	AT1G11120
F4I7D7	AT1G11120
F4I7D8	AT1G11125
A0A1P8ARR6	AT1G11130
Q8RWZ1	AT1G11130
F4I7E0	AT1G11145
A0A1P8AW58	AT1G11160
A0A1P8AW68	AT1G11160
A0A1P8AW69	AT1G11160
F4I7E1	AT1G11160
A0A1P8AR12	AT1G11170
A0A1P8AR15	AT1G11170
A0A1P8AR16	AT1G11170
F4I7E3	AT1G11170
Q8S9J5	AT1G11170
A0A1P8ANB7	AT1G11180
F4I7E4	AT1G11180
